County/Parish,State,facility_count
LENAWEE,MI,1
LENOIR,NC,1
LESLIE,KY,1
LETCHER,KY,1
LEWIS,NY,1
LEWIS,WV,1
LEWIS AND CLARK,MT,1
LEXINGTON CITY,VA,1
LIBERTY,GA,1
LIBERTY,MT,1
LIBERTY,TX,1
LICKING,OH,1
LIMESTONE,AL,1
LINCOLN,CO,1
LINCOLN,KS,1
LINCOLN,KY,1
LINCOLN,LA,1
LINCOLN,ME,1
LINCOLN,MO,1
LINCOLN,MS,1
LINCOLN,MT,1
LINCOLN,NC,1
LINCOLN,NE,1
LINCOLN,NM,1
LINCOLN,NV,1
LINCOLN,TN,1
LINN,MO,1
LITTLE RIVER,AR,1
LIVINGSTON,IL,1
LIVINGSTON,KY,1
LIVINGSTON,MO,1
LIVINGSTON,NY,1
LLANO,TX,1
LOGAN,CO,1
LOGAN,IL,1
LOGAN,KS,1
LOGAN,KY,1
LOGAN,OH,1
LOGAN,OK,1
LOGAN,WV,1
LOS ALAMOS,NM,1
LOUDON,TN,1
LOVE,OK,1
LOWNDES,GA,1
LOWNDES,MS,1
LUCAS,IA,1
LUCE,MI,1
LUMPKIN,GA,1
LUNA,NM,1
LYNCHBURG CITY,VA,1
LYNN,TX,1
LYON,IA,1
LYON,KS,1
LYON,NV,1
MACKINAC,MI,1
MACON,MO,1
MACON,TN,1
MADISON,FL,1
MADISON,IA,1
MADISON,ID,1
MADISON,LA,1
MADISON,MO,1
MADISON,MS,1
MADISON,NE,1
MADISON,OH,1
MADISON,TN,1
MADISON,TX,1
MAHASKA,IA,1
MAHNOMEN,MN,1
MAJOR,OK,1
MALHEUR,OR,1
MANASSAS CITY,VA,1
MANISTEE,MI,1
MARENGO,AL,1
MARINETTE,WI,1
MARION,AL,1
MARION,KY,1
MARION,MO,1
MARION,MS,1
MARION,OH,1
MARION,SC,1
MARION,WV,1
MARIPOSA,CA,1
MARSHALL,AL,1
MARSHALL,IA,1
MARSHALL,KS,1
MARSHALL,KY,1
MARSHALL,MN,1
MARSHALL,MS,1
MARSHALL,OK,1
MARSHALL,SD,1
MARSHALL,TN,1
MARSHALL,WV,1
MARTIN,FL,1
MARTIN,MN,1
MARTIN,TX,1
MASON,IL,1
MASON,KY,1
MASON,MI,1
MASON,WA,1
MASON,WV,1
MASSAC,IL,1
MATANUSKA-SUSITNA,AK,1
MAURY,TN,1
MAVERICK,TX,1
MAYES,OK,1
MC CULLOCH,TX,1
MC DONOUGH,IL,1
MC DOWELL,NC,1
MC DOWELL,WV,1
MC DUFFIE,GA,1
MC KEAN,PA,1
MC MINN,TN,1
MC PHERSON,SD,1
MCCLAIN,OK,1
MCCONE,MT,1
MCCURTAIN,OK,1
MCKENZIE,ND,1
MEADE,KS,1
MEADE,SD,1
MEAGHER,MT,1
MECKLENBURG,VA,1
MECOSTA,MI,1
MEDINA,TX,1
MEEKER,MN,1
MERCER,IL,1
MERCER,KY,1
MERCER,ND,1
MERCER,OH,1
MERCER,WV,1
MERIWETHER,GA,1
MERRICK,NE,1
MIAMI,IN,1
MIAMI,KS,1
MIDDLESEX,CT,1
MIDLAND,MI,1
MIDLAND,TX,1
MIFFLIN,PA,1
MILLER,GA,1
MINERAL,MT,1
MINERAL,NV,1
MINERAL,WV,1
MINGO,WV,1
MINIDOKA,ID,1
MITCHELL,GA,1
MITCHELL,IA,1
MITCHELL,KS,1
MITCHELL,NC,1
MITCHELL,TX,1
MOCA,PR,1
MOFFAT,CO,1
MONO,CA,1
MONONA,IA,1
MONROE,AL,1
MONROE,GA,1
MONROE,IA,1
MONROE,KY,1
MONROE,MI,1
MONROE,TN,1
MONTAGUE,TX,1
MONTEZUMA,CO,1
MONTGOMERY,IA,1
MONTGOMERY,IN,1
MONTGOMERY,KY,1
MONTGOMERY,MS,1
MONTGOMERY,NC,1
MONTGOMERY,NY,1
MONTGOMERY,TN,1
MONTOUR,PA,1
MONTROSE,CO,1
MOODY,SD,1
MOORE,NC,1
MOORE,TX,1
MOREHOUSE,LA,1
MORGAN,AL,1
MORGAN,GA,1
MORGAN,IL,1
MORGAN,IN,1
MORGAN,KY,1
MORGAN,WV,1
MORRILL,NE,1
MORRIS,KS,1
MORRISON,MN,1
MORROW,OH,1
MORROW,OR,1
MORTON,KS,1
MOUNTRAIL,ND,1
MUHLENBERG,KY,1
MURRAY,GA,1
MURRAY,MN,1
MURRAY,OK,1
MUSCATINE,IA,1
MUSKEGON,MI,1
MUSKINGUM,OH,1
MUSKOGEE,OK,1
MUSSELSHELL,MT,1
NANTUCKET,MA,1
NASH,NC,1
NASSAU,FL,1
NATCHITOCHES,LA,1
NAVARRO,TX,1
NELSON,KY,1
NELSON,ND,1
NEMAHA,NE,1
NEOSHO,KS,1
NEW KENT,VA,1
NEWAYGO,MI,1
NEWBERRY,SC,1
NEWPORT,RI,1
NEWTON,GA,1
NEWTON,MO,1
NEZ PERCE,ID,1
NICHOLAS,WV,1
NICOLLET,MN,1
NIOBRARA,WY,1
NOBLE,IN,1
NOBLE,OK,1
NOBLES,MN,1
NODAWAY,MO,1
NOLAN,TX,1
NOME,AK,1
NORMAN,MN,1
NORTH SLOPE BOROUH,AK,1
NORTHWEST ARTIC BOROUGH,AK,1
NORTON,KS,1
NOWATA,OK,1
NOXUBEE,MS,1
NUCKOLLS,NE,1
NYE,NV,1
OBION,TN,1
OBRIEN,IA,1
OCEANA,MI,1
OCHILTREE,TX,1
OCONEE,SC,1
OGEMAW,MI,1
OGLALA LAKOTA COUNTY,SD,1
OGLE,IL,1
OHIO,KY,1
OHIO,WV,1
OKEECHOBEE,FL,1
OKFUSKEE,OK,1
OKTIBBEHA,MS,1
OLDHAM,KY,1
ONEIDA,ID,1
ONSLOW,NC,1
ORANGE,IN,1
ORANGE,NC,1
ORANGE,VT,1
ORLEANS,NY,1
ORLEANS,VT,1
OSBORNE,KS,1
OSCEOLA,IA,1
OSCEOLA,MI,1
OSWEGO,NY,1
OTERO,CO,1
OTERO,NM,1
OTSEGO,MI,1
OTTAWA,KS,1
OTTAWA,OH,1
OTTAWA,OK,1
OUACHITA,AR,1
OVERTON,TN,1
OZAUKEE,WI,1
PAGE,VA,1
PALO ALTO,IA,1
PALO PINTO,TX,1
PANOLA,MS,1
PANOLA,TX,1
PARK,MT,1
PARKER,TX,1
PARMER,TX,1
PASQUOTANK,NC,1
PAULDING,GA,1
PAULDING,OH,1
PAWNEE,KS,1
PAWNEE,NE,1
PAWNEE,OK,1
PEACH,GA,1
PEMBINA,ND,1
PEMISCOT,MO,1
PEND OREILLE,WA,1
PENDER,NC,1
PENNINGTON,MN,1
PEPIN,WI,1
PERKINS,NE,1
PERRY,IN,1
PERRY,KY,1
PERRY,MO,1
PERSHING,NV,1
PERSON,NC,1
PETERSBURG BOROUGH,AK,1
PETTIS,MO,1
PHELPS,MO,1
PHELPS,NE,1
PHILLIPS,AR,1
PHILLIPS,KS,1
PHILLIPS,MT,1
PIATT,IL,1
PICKAWAY,OH,1
PICKENS,GA,1
PIERCE,ND,1
PIERCE,WI,1
PIKE,AL,1
PIKE,IL,1
PIKE,MO,1
PIKE,OH,1
PINE,MN,1
PIPESTONE,MN,1
PITKIN,CO,1
PITT,NC,1
PITTSBURG,OK,1
PLATTE,MO,1
PLATTE,WY,1
PLYMOUTH,IA,1
POCAHONTAS,IA,1
POCAHONTAS,WV,1
POINTE COUPEE,LA,1
POLK,AR,1
POLK,GA,1
POLK,MO,1
POLK,NC,1
POLK,NE,1
POLK,OR,1
POLK,TX,1
PONDERA,MT,1
PONTOTOC,MS,1
POPE,AR,1
POPE,MN,1
PORTAGE,OH,1
PORTER,IN,1
PORTSMOUTH CITY,VA,1
POTTAWATOMIE,OK,1
POTTER,PA,1
POTTER,SD,1
POWELL,MT,1
POWER,ID,1
POWESHIEK,IA,1
PRAIRIE,MT,1
PRATT,KS,1
PRENTISS,MS,1
PRESTON,WV,1
PRICE,WI,1
PRINCE EDWARD,VA,1
PROWERS,CO,1
PULASKI,GA,1
PULASKI,IN,1
PULASKI,KY,1
PULASKI,VA,1
PUSHMATAHA,OK,1
PUTNAM,FL,1
PUTNAM,GA,1
PUTNAM,IN,1
PUTNAM,MO,1
PUTNAM,NY,1
PUTNAM,TN,1
QUAY,NM,1
QUITMAN,MS,1
RABUN,GA,1
RAMSEY,ND,1
RANDOLPH,AL,1
RANDOLPH,AR,1
RANDOLPH,IN,1
RANDOLPH,MO,1
RANDOLPH,NC,1
RANDOLPH,WV,1
RANSOM,ND,1
RAVALLI,MT,1
RAWLINS,KS,1
RAY,MO,1
REAGAN,TX,1
RED RIVER,LA,1
RED WILLOW,NE,1
REDWOOD,MN,1
REEVES,TX,1
REFUGIO,TX,1
RENSSELAER,NY,1
RENVILLE,MN,1
REPUBLIC,KS,1
RHEA,TN,1
RICE,KS,1
RICHARDSON,NE,1
RICHLAND,IL,1
RICHLAND,MT,1
RICHLAND,WI,1
RINGGOLD,IA,1
RIO ARRIBA,NM,1
RIO GRANDE,CO,1
ROANE,TN,1
ROANE,WV,1
ROANOKE CITY,VA,1
ROBERTS,SD,1
ROBERTSON,TN,1
ROBESON,NC,1
ROCK,MN,1
ROCKCASTLE,KY,1
ROCKDALE,GA,1
ROCKINGHAM,NC,1
ROCKWALL,TX,1
ROGER MILLS,OK,1
ROOKS,KS,1
ROOSEVELT,NM,1
ROSEAU,MN,1
ROSEBUD,MT,1
ROSS,OH,1
ROUTT,CO,1
ROWAN,KY,1
ROWAN,NC,1
RUSH,IN,1
RUSH,KS,1
RUSK,TX,1
RUSK,WI,1
RUSSELL,AL,1
RUSSELL,KS,1
RUSSELL,KY,1
RUSSELL,VA,1
RUTHERFORD,NC,1
RUTLAND,VT,1
SABINE,LA,1
SABINE,TX,1
SAC,IA,1
SAINT CROIX ISLAND,VI,1
SAINT THOMAS ISLAND,VI,1
SAIPAN,MP,1
SALEM,NJ,1
SALEM CITY,VA,1
SALINE,MO,1
SAMPSON,NC,1
SAN AUGUSTINE,TX,1
SAN JUAN,WA,1
SAN MIGUEL,NM,1
SANDERS,MT,1
SANTA CRUZ,AZ,1
SARATOGA,NY,1
SAUNDERS,NE,1
SAWYER,WI,1
SCHLEICHER,TX,1
SCHOHARIE,NY,1
SCHOOLCRAFT,MI,1
SCHUYLER,IL,1
SCHUYLER,NY,1
SCOTLAND,MO,1
SCOTLAND,NC,1
SCOTT,AR,1
SCOTT,IN,1
SCOTT,KS,1
SCOTT,KY,1
SCOTT,MO,1
SCOTT,TN,1
SCOTT BLUFF,NE,1
SCREVEN,GA,1
SCURRY,TX,1
SEDGWICK,CO,1
SEMINOLE,GA,1
SEQUOYAH,OK,1
SEVIER,AR,1
SEVIER,TN,1
SEVIER,UT,1
SEWARD,KS,1
SEWARD,NE,1
SHARKEY,MS,1
SHAWANO,WI,1
SHELBY,AL,1
SHELBY,IA,1
SHELBY,IL,1
SHELBY,IN,1
SHELBY,KY,1
SHELBY,OH,1
SHENANDOAH,VA,1
SHERIDAN,KS,1
SHERIDAN,MT,1
SHERIDAN,NE,1
SHERIDAN,WY,1
SHERMAN,KS,1
SHIAWASSEE,MI,1
SHOSHONE,ID,1
SIBLEY,MN,1
SIERRA,NM,1
SILVER BOW,MT,1
SIMPSON,KY,1
SIOUX,ND,1
SITKA BOROUGH,AK,1
SMITH,KS,1
SMITH,MS,1
SMITH,TN,1
SMYTH,VA,1
SOCORRO,NM,1
SOMERSET,NJ,1
SOMERVELL,TX,1
SPALDING,GA,1
SPINK,SD,1
SPOTSYLVANIA,VA,1
ST. BERNARD,LA,1
ST. CHARLES,LA,1
ST. CLAIR,AL,1
ST. CLAIR,MO,1
ST. FRANCIS,AR,1
ST. HELENA,LA,1
ST. JAMES,LA,1
ST. MARTIN,LA,1
ST. MARYS,MD,1
STAFFORD,KS,1
STAFFORD,VA,1
STANLY,NC,1
STANTON,KS,1
STARK,ND,1
STARKE,IN,1
STARR,TX,1
STE. GENEVIEVE,MO,1
STEELE,MN,1
STEPHENS,GA,1
STEPHENS,OK,1
STEPHENS,TX,1
STEPHENSON,IL,1
STEUBEN,IN,1
STEVENS,KS,1
STEVENS,MN,1
STILLWATER,MT,1
STODDARD,MO,1
STOKES,NC,1
STONE,AR,1
STONEWALL,TX,1
STUTSMAN,ND,1
SULLIVAN,IN,1
SULLIVAN,MO,1
SULLIVAN,NH,1
SUMMERS,WV,1
SUMMIT,CO,1
SUMMIT,UT,1
SUMNER,KS,1
SUMTER,AL,1
SUMTER,GA,1
SUMTER,SC,1
SUSSEX,NJ,1
SUTTER,CA,1
SUTTON,TX,1
SWEET GRASS,MT,1
SWEETWATER,WY,1
SWISHER,TX,1
TALBOT,MD,1
TALLAHATCHIE,MS,1
TANEY,MO,1
TAOS,NM,1
TATE,MS,1
TATTNALL,GA,1
TAYLOR,FL,1
TAYLOR,KY,1
TAYLOR,TX,1
TAYLOR,WI,1
TAYLOR,WV,1
TEHAMA,CA,1
TELLER,CO,1
TERRY,TX,1
TETON,ID,1
TETON,MT,1
TETON,WY,1
TEXAS,MO,1
TEXAS,OK,1
THAYER,NE,1
THOMAS,GA,1
THOMAS,KS,1
THROCKMORTON,TX,1
TIFT,GA,1
TILLAMOOK,OR,1
TIOGA,PA,1
TIPPAH,MS,1
TIPTON,IN,1
TIPTON,TN,1
TISHOMINGO,MS,1
TITUS,TX,1
TODD,SD,1
TOLLAND,CT,1
TOM GREEN,TX,1
TOMPKINS,NY,1
TOOELE,UT,1
TOOLE,MT,1
TOOMBS,GA,1
TOWNER,ND,1
TOWNS,GA,1
TRANSYLVANIA,NC,1
TRAVERSE,MN,1
TREGO,KS,1
TRIGG,KY,1
TRINITY,CA,1
TRINITY,TX,1
TRIPP,SD,1
TROUP,GA,1
TROUSDALE,TN,1
TUOLUMNE,CA,1
TURNER,SD,1
TUSCALOOSA,AL,1
TWIN FALLS,ID,1
TYLER,TX,1
TYLER,WV,1
UINTA,WY,1
UINTAH,UT,1
UNION,AR,1
UNION,FL,1
UNION,GA,1
UNION,IA,1
UNION,IL,1
UNION,KY,1
UNION,MS,1
UNION,NC,1
UNION,NM,1
UNION,OH,1
UNION,OR,1
UNION,PA,1
UNION,SC,1
UNION,SD,1
UPSHUR,WV,1
UPSON,GA,1
UTUADO,PR,1
UVALDE,TX,1
VAL VERDE,TX,1
VALLEY,MT,1
VALLEY,NE,1
VAN BUREN,AR,1
VAN BUREN,IA,1
VAN WERT,OH,1
VANCE,NC,1
VEGA BAJA,PR,1
VENANGO,PA,1
VERMILLION,IN,1
VERNON,LA,1
VERNON,MO,1
WABASH,IL,1
WABASH,IN,1
WADENA,MN,1
WAGONER,OK,1
WALDO,ME,1
WALKER,AL,1
WALKER,TX,1
WALLA WALLA,WA,1
WALLOWA,OR,1
WALTHALL,MS,1
WALTON,GA,1
WALWORTH,SD,1
WAPELLO,IA,1
WARD,TX,1
WARE,GA,1
WARREN,IL,1
WARREN,IN,1
WARREN,MS,1
WARREN,NY,1
WARREN,PA,1
WARREN,TN,1
WARREN,VA,1
WASATCH,UT,1
WASCO,OR,1
WASECA,MN,1
WASHAKIE,WY,1
WASHINGTON,AL,1
WASHINGTON,FL,1
WASHINGTON,GA,1
WASHINGTON,IA,1
WASHINGTON,ID,1
WASHINGTON,IL,1
WASHINGTON,IN,1
WASHINGTON,MD,1
WASHINGTON,MO,1
WASHINGTON,MS,1
WASHINGTON,NC,1
WASHINGTON,NE,1
WASHINGTON,OK,1
WASHINGTON,UT,1
WASHINGTON,VA,1
WASHINGTON,VT,1
WASHITA,OK,1
WATAUGA,NC,1
WAUSHARA,WI,1
WAYNE,GA,1
WAYNE,IA,1
WAYNE,IL,1
WAYNE,IN,1
WAYNE,KY,1
WAYNE,MS,1
WAYNE,NC,1
WAYNE,NE,1
WAYNE,NY,1
WAYNE,PA,1
WAYNE,TN,1
WEAKLEY,TN,1
WEBSTER,IA,1
WEBSTER,MS,1
WEBSTER,NE,1
WEBSTER,WV,1
WELLS,IN,1
WELLS,ND,1
WEST CARROLL,LA,1
WEST FELICIANA,LA,1
WESTON,WY,1
WETZEL,WV,1
WEXFORD,MI,1
WHARTON,TX,1
WHATCOM,WA,1
WHEATLAND,MT,1
WHITE,AR,1
WHITE,IN,1
WHITE,TN,1
WHITE PINE,NV,1
WHITFIELD,GA,1
WHITLEY,IN,1
WHITLEY,KY,1
WICHITA,KS,1
WICOMICO,MD,1
WILBARGER,TX,1
WILCOX,AL,1
WILKES,GA,1
WILKES,NC,1
WILKIN,MN,1
WILKINSON,MS,1
WILLIAMSON,TN,1
WILSON,NC,1
WILSON,TN,1
WILSON,TX,1
WINCHESTER CITY,VA,1
WINKLER,TX,1
WINN,LA,1
WINNESHIEK,IA,1
WINONA,MN,1
WINSTON,AL,1
WINSTON,MS,1
WISE,VA,1
WOOD,OH,1
WOOD,WV,1
WOODFORD,IL,1
WOODFORD,KY,1
WOODS,OK,1
WOODWARD,OK,1
WORCESTER,MD,1
WORTH,GA,1
WRANGELL CITY AND BOROUGH,AK,1
WYANDOT,OH,1
WYOMING,NY,1
WYTHE,VA,1
YALOBUSHA,MS,1
YANKTON,SD,1
YATES,NY,1
YAUCO,PR,1
YAZOO,MS,1
YOAKUM,TX,1
YORK,ME,1
YORK,SC,1
YUBA,CA,1
